TABLE S2: P. falciparum functional gene groups																																																
Bozdech & Llinas et al.																																																

This table contains all of the ORFs, the corresponding oligonucleotides, and the expression data																																																
for the P. falciparum functional groups including transcription machinery, cytoplasmic translation																																																
machinery, the glycolytic pathway, ribonucleotied synthesis, deoxyribonucleotide synthesis, DNA																																																
replication machinery, the TCA cycle, the proteaseome, the plastid genome, merozoite invasion,																																																
actin myosin motility, early ring transcripts, mitochondrial genes and the organellar translational group.																																																

Transcription machinery																																																
oligo_ID	ORF_ID	Manual annotation	TP 1	TP 2	TP 3	TP 4	TP 5	TP 6	TP 7	TP 8	TP 9	TP 10	TP 11	TP 12	TP 13	TP 14	TP 15	TP 16	TP 17	TP 18	TP 19	TP 20	TP 21	TP 22	TP 24	TP 25	TP 26	TP 27	TP 28	TP 30	TP 31	TP 32	TP 33	TP 34	TP 35	TP 36	TP 37	TP 38	TP 39	TP 40	TP 41	TP 42	TP 43	TP 44	TP 45	TP 46	TP 47	TP 48
m19188_2	MAL13P1.209	60S ribosomal subunit porotein L18, putative	0.82	0.935669218	1.055558143	1.411754579	1.410170703	1.624719224	1.453	2.041453885	2.37904505	2.546531492	1.998	2.536176418	2.572958446	1.791	1.80988943	1.77203951	1.879708637	1.519	1.891703961	1.735	1.955403983	1.376820483	1.65997443	1.273922143	1.168042536	1.12	1.002663666	0.857914149	0.812	0.607092367	0.737231071	0.496800245	0.443406392	0.41478128	0.405561032	0.314047365	0.291742209	0.251040502	0.260446511	0.36104763	0.452819384	0.520231999	0.546536549	0.716311875	0.70872526	0.785332539
m24561_3	MAL13P1.144	hypothetical protein	0.785	0.935669218	1.095801904	1.776078307	1.245772574	1.122464073	1.579	1.647135996	2.3673321	2.124164984	1.903	1.59656496	1.964959913	1.402	1.654154713	1.37487847	1.142073741	1.501	1.565179438	1.564	1.536455223	1.113989926	1.457890611	1.210745847	1.128697962	1.214	1.064238031	0.96459309	1.088	0.952390302	0.997982002	0.661303684	0.62326973	0.453566038	0.478228145	0.336937121	0.320523951	0.32515725	0.245661342	0.349316837	0.426111556	0.524183117	0.753210037	1.062433757	0.93657475	1.031956519
m24561_9	MAL13P1.144	hypothetical protein	0.81	0.899637215	1.105024346	1.438319736	1.505156233	1.268321	1.286	1.591481451	1.94956764	2.164243604	1.614	1.444265271	1.984894372	1.491	1.614589648	1.284933128	1.454445104	1.602	1.279778875	1.325	1.249414912	1.171045656	0.961702546	1.283518515	1.292633801	1.112	1.129140696	1.099062368	0.834	0.880171078	0.995168123	0.778923621	0.673285189	0.619478537	0.573480984	0.477022415	0.315290897	0.401664811	0.299115436	0.376688675	0.417613606	0.530768325	0.83473122	0.417180028	0.709984081	0.837612279
m24889_1	PF13_0228	40S ribosomal subunit protein S6, putative	1.131	1.459876481	1.578726044	1.114476431	2.319840385	2.498592406	1.462	2.433403669	1.645029084	3.699561747	2.124	3.360917818	2.993004165	2.074	1.595228039	1.9052054	1.56404913	1.368	1.349689707	1.192	1.195536716	1.644327735	0.807433183	1.256328684	0.936073385	0.694	0.836246426	0.653520773	0.511	0.553680289	0.747548533	0.484462502	0.543437338	0.512820516	0.540093412	0.444061163	0.382012206	0.493712988	0.345745573	0.50442392	0.707757924	0.94168571	0.625761389	0.597117611	0.472063875	0.562575425
m24933_4	PF13_0257	glutamate--tRNA ligase	1.327	1.44941551	1.643283632	1.690057325	1.967906693	2.135852583	1.564	2.036717394	1.764762062	2.205863595	1.749	2.210926351	2.316659231	1.608	1.434442533	1.358524709	1.377722247	1.438	1.252637042	1.051	1.221546948	1.051322116	1.018538594	0.970835789	0.919679821	0.939	0.976868985	0.842674278	0.807	0.623642604	0.606855605	0.380825371	0.389543581	0.383538031	0.420290867	0.386378972	0.333606549	0.419596294	0.432181975	0.48356918	0.676194078	0.825785927	0.832434877	0.963869282	1.221071926	1.111512631
m37794_18	PF13_0214	elongation factor 1-gamma, putative	0.68	0.882202402	0.917220525	1.339648786	1.078938877	1.256906107	1.134	1.806994615	1.939156042	2.395466167	1.758	1.947628502	2.632761483	1.512	1.687827141	1.700784141	1.744895688	1.561	1.563534499	1.698	1.816992921	1.2860925	1.639224748	1.32110436	1.238534999	1.164	1.106674416	0.978040007	0.951	0.711659703	0.756928054	0.52805593	0.488612704	0.388924796	0.411452972	0.294819977	0.26034394	0.262994819	0.218365634	0.299786835	0.366625869	0.421453751	0.58672302	0.850405439	0.895033139	0.862615648
m3816_2	PF13_0045	40S ribosomal protein S27, putative	0.846	1.501720088	1.381699682	1.696382384	2.166402209	2.265221323	1.429	2.296043594	2.066697913	2.709928897	2.099	2.303854832	2.175694748	1.656	1.850296143	2.268491019	1.980544325	1.424	1.870319462	1.749	2.037150142	2.329931881	1.479542387	1.687366916	1.391814904	1.074	0.906141643	0.700136838	0.886	0.543148328	0.805701652	0.479527415	0.463604946	0.408317175	0.407525012	0.312216181	0.346689146	0.259408518	0.254759912	0.314124457	0.447963402	0.561060317	0.575241171	0.369043874	0.58535921	0.588715296
m38913_8	PF13_0354	alanine--tRNA ligase, putative	0.933	1.030979642	1.33055668	1.795053484	1.311531855	1.464910719	1.32	1.503855237	1.600779835	1.954601722	1.619	1.841793284	2.531665748	1.385	1.904172029	1.263906942	1.333880688	1.639	1.29622846	1.434	1.3599579	0.925986609	1.444358116	0.982831278	0.959024395	1.185	1.018473245	0.987901122	0.94	0.909510141	0.537447082	0.50009032	0.430902541	0.382460658	0.436984653	0.425749353	0.430417864	0.443504891	0.363942712	0.492693127	0.54993884	0.501793399	0.800285673	0.99252173	1.078823301	0.946717833
m43418_1	PF13_0014	40S ribosomal protein S7 homologue, putative	0.838	0.956591022	1.551896869	1.020865467	2.22607253	2.480835839	1.352	2.330383648	1.552626218	2.581985626	1.855	2.687185372	2.085990108	1.676	1.803996592	2.088600334	1.866556065	1.52	1.348044768	1.296	1.264277759	1.75095646	0.703684774	1.334699324	0.991811621	0.715	0.54252008	0.518155044	0.467	0.486727112	0.589972445	0.338877004	0.448215567	0.375996553	0.379047375	0.387294577	0.3584635	0.357433863	0.303664695	0.397543414	0.450391393	0.587401191	0.386938696	0.291109155	0.356250861	0.40687274
m43418_2	PF13_0014	40S ribosomal protein S7 homologue, putative	0.998	1.312261478	1.684365743	1.246037823	2.665685264	2.890503615	1.502	2.98521179	1.842848963	3.260238675	2.374	3.431904722	2.530241797	2.058	2.328443721	2.672660973	2.312644285	2.104	1.468949291	1.671	1.475145659	2.20366099	0.782172705	1.835311561	1.04754976	0.704	0.48011364	0.455402711	0.415	0.580762487	0.652815269	0.508315482	0.593452796	0.444947189	0.409488992	0.433989666	0.285200891	0.388515061	0.282055603	0.333675792	0.526872944	0.661155552	0.405309641	0.18681414	0.31345041	0.325043591
m43418_3	MAL13P1.14	ATP-dependent DEAD box helicase, putative	1.47	1.628413149	2.050750943	1.598976506	2.086029804	1.77564937	1.54	2.214338066	1.447209049	2.40317358	1.912	2.195438143	2.770878235	1.607	1.913431859	1.835118068	2.370734637	1.747	1.450032249	1.423	1.342308234	1.321635408	1.129504297	0.989228891	0.890991083	0.697	0.79048169	0.450920405	0.363	0.299408635	0.230736444	0.189178913	0.258733878	0.343675932	0.360389609	0.390956917	0.384628734	0.509253605	0.558424607	0.832886017	1.045247975	1.259093069	1.179186965	1.242371306	1.319261148	1.370638262
m4364_1	PF13_0262	lysine--tRNA ligase	0.807	0.653224937	0.919735772	1.295373374	1.203150802	1.102170971	1.167	1.417413218	1.845451824	1.604684857	1.355	1.493310905	1.963535963	1.397	1.578391875	1.450806263	1.538840208	1.393	1.338997457	1.335	1.456566906	1.415169431	1.35324	1.148369192	1.077877932	1.26	1.117491543	0.924252338	0.893	0.827511318	0.939828882	0.583164546	0.519391461	0.422322757	0.421272842	0.40194402	0.501063945	0.46263179	0.371903958	0.4275221	0.469815284	0.449111651	0.680874292	0.687659427	0.780478946	0.833066206
m44397_10	PF13_0132	60S ribosomal protein L23a, putative	0.911	0.919396712	1.329718231	1.171402037	1.803508419	2.003947234	1.74	2.292491156	2.442815985	2.682182175	2.298	2.61748905	3.15817462	2.431	2.343596189	2.271995406	1.900533324	1.757	1.802053667	1.568	1.440775082	1.620008874	0.916594589	1.217943102	1.186895154	1.09	0.863705258	0.868671662	0.683	0.654486214	0.834778157	0.542861242	0.577101623	0.443869849	0.418326887	0.390041339	0.336223076	0.315593782	0.310488635	0.410577612	0.427325534	0.6032057	0.62690956	0.347268001	0.634453858	0.646677611
m44397_14	PF13_0129	ribosomal protein L6 homologue, putative	0.86	0.825248595	1.22575543	1.438319736	1.318838345	1.858090307	1.694	2.303148472	2.941270208	2.931902492	2.121	2.660081315	3.279204814	1.944	2.042228734	1.95076202	1.833674896	1.447	1.610415795	1.702	1.823495534	1.293575235	1.483151088	1.097988121	1.002467458	1.144	0.842071003	0.889290289	0.787	0.598817271	0.708154511	0.454851879	0.425131514	0.315664736	0.303434278	0.267352276	0.340147848	0.261799385	0.236562773	0.368868133	0.38604976	0.475452525	0.539647419	0.858428166	1.053646585	1.022864373
m45177_10	PF13_0178	translation initiation factor 6, putative	1.494	1.999193873	1.604716769	2.901939709	2.314969392	1.742672995	1.954	2.377748982	3.105252435	3.141544557	2.511	2.372260726	2.783693281	2.004	1.628058619	2.058229161	1.766816467	1.629	1.714870831	1.346	1.322800615	1.223424691	0.944561566	0.977233402	0.69672717	0.69	0.552505083	0.417751284	0.386	0.36410497	0.317028114	0.33229688	0.26258123	0.27041584	0.325038028	0.390956917	0.319215688	0.401664811	0.378727898	0.488782875	0.912922705	0.828420058	1.105703117	0.764448028	1.187083314	1.194478315
m45177_11	PF13_0177	ATP-dependent RNA helicase, putative	2.376	2.113101348	2.764237712	2.990490836	2.866616567	2.340052281	2.354	2.693914063	3.804129708	2.96119077	2.661	2.130904455	2.695412422	1.786	1.793895014	1.57929959	1.394162831	1.279	1.208223105	1.453	1.085922704	0.822163868	1.08439634	0.754916805	0.554922672	0.613	0.525878376	0.361274183	0.324	0.251262516	0.278572033	0.197404076	0.185634352	0.215470803	0.24255103	0.216079241	0.255110886	0.285708	0.382139851	0.559167596	0.829157253	1.022025398	1.188372472	1.620584025	1.55844025	1.676361127
m45177_9	PF13_0179	isoleucine -- tRNA ligase, putative	0.594	0.931019921	0.726063057	1.037310651	0.997348723	0.844701797	1.059	1.336891741	1.258499259	1.917606031	1.416	1.788875598	2.427722281	1.532	1.459696779	1.656395558	1.626523324	1.656	1.422067897	1.509	1.357171081	1.436682252	1.606746976	1.181156898	1.190993546	1.427	1.377102306	1.204844912	1.172	0.965179083	0.709092451	0.5173632	0.492460055	0.497737561	0.551877233	0.378138659	0.375470908	0.497299306	0.371903958	0.610001021	0.469815284	0.491257034	0.707282572	0.667029638	0.869856348	0.801243761
m45339_1	MAL13P1.243	elongation factor Tu, putative	0.975	0.999596937	1.335587176	1.420609632	1.335887111	1.632329052	1.58	1.780943491	2.255407703	2.312226	2.081	1.513961747	2.252584512	1.847	1.998454627	1.567618391	1.750375883	1.858	1.660587164	1.337	1.143516473	1.490931943	1.183633953	1.300312237	1.122140517	1.146	0.902813342	0.836399071	0.743	0.737989628	0.91262826	0.597969857	0.694445595	0.593622053	0.614724475	0.423002591	0.400327859	0.371779028	0.38782645	0.465321288	0.586358631	0.551841017	0.686615217	0.725480686	0.644524575	0.753510094
m45542_5	PF13_0171	60S ribosomal protein L23, putative	0.862	1.111179798	1.762337818	1.185317151	1.629368304	1.651354	1.737	1.718184209	2.196842489	2.199697739	2.512	2.537467	1.994861517	2.32	2.292245949	1.78605706	1.535552065	1.959	1.716515672	1.723	1.292145833	1.573241918	0.785781353	1.150768308	0.886892692	0.795	0.466800237	0.465263772	0.448	0.56421225	0.771935332	0.570004296	0.562674039	0.421245417	0.439930638	0.466950891	0.323140459	0.423182577	0.269545081	0.401453666	0.505021098	0.575547799	0.494868159	0.201713423	0.298344373	0.345500853
m45542_7	PF13_0170	glutaminyl-tRNA synthetase, putative	0.844	0.918234405	1.108378042	1.375069147	1.446703588	1.749014594	1.512	1.803442176	2.174717942	2.728426651	2.015	2.426468994	2.476134223	1.765	1.615431496	1.697279754	1.668172831	1.2	1.729675379	1.407	1.611698768	1.104636535	1.282871566	1.09079077	1.063123704	0.93	0.808787594	0.810401634	0.676	0.751530727	0.797260072	0.560956579	0.528047988	0.46757162	0.492957951	0.486178307	0.417335266	0.453068359	0.33664702	0.350620241	0.423683565	0.503110425	0.608538547	0.803415371	0.861044527	0.86602522
m45727_7	PF13_0037	DEAD box helicase, putative	0.447	0.538155085	0.94321125	1.114476431	0.980300029	1.094560992	1.114	1.509775922	1.445907541	1.783496904	2.173	1.390057003	1.973503277	1.94	1.921008193	1.36086092	1.728455104	2.022	2.084164254	2.279	1.697160611	1.703254121	1.926111591	1.56901141	1.402470741	1.523	1.178233783	1.093683666	1.121	0.730466805	0.529005502	0.531346005	0.499192878	0.387847455	0.435020673	0.293904399	0.290433946	0.402860262	0.227464203	0.413184459	0.384835783	 	0.478793557	0.750694812	0.623124321	0.639858535
m54626_4	PF13_0213	60S ribosomal subunit protein L6e, putative	1.186	1.728372801	1.735508644	1.426934691	1.944769111	2.828355854	1.377	2.683256746	1.877987968	3.627111737	2.069	3.443520878	3.505602256	2.163	1.754330049	2.407497508	2.226057129	1.879	1.827550464	1.58	1.663719011	2.098902921	0.721728011	1.709758609	1.469684433	0.783	0.776336261	0.580907378	0.396	0.594303586	0.74942447	0.570826803	0.583834446	0.426632182	0.478228145	0.437652006	0.336223076	0.441114024	0.375315945	0.559167596	0.878930904	1.193240982	0.851953993	0.226927601	0.678513111	0.526206907
m57443_3	PF13_0205	tryptophan--tRNA ligase, putative	0.621	0.750860044	1.064780684	1.308023491	1.114254086	1.094560992	1.28	1.595033889	1.723115829	2.198156183	2.075	1.805654388	2.618522657	1.923	1.610380607	1.761526487	2.010137351	1.582	2.218228582	1.707	1.384110179	1.299187314	1.539084933	1.29071577	1.204108436	1.252	0.962723457	1.040792394	0.991	0.632670018	0.775687152	0.588922189	0.558826688	0.437405711	0.454660444	0.35524893	0.349305674	0.34667498	0.311625942	0.393633124	0.542654867	0.534719443	0.6131313	0.834360055	0.774184767	0.919441461
m57785_3	PF13_0224	60S ribosomal subunit protein L18, putative	0.862	0.86825451	1.343132818	1.423139625	2.215112723	2.478299229	1.941	2.850220243	2.72523015	2.922653707	2.173	2.767207269	1.940753942	1.934	1.945420691	1.954266407	1.685709506	1.408	1.374364083	1.41	1.834642697	1.518992116	0.629707692	1.193952124	0.900827202	0.805	0.674821737	0.56028875	0.522	0.476947425	0.688457527	0.360262441	0.413589487	0.346907985	0.358425629	0.319540916	0.26034394	0.277339984	0.249073295	0.368868133	0.475885244	0.599254582	0.524720987	0.526059431	0.672218932	0.687592202
m59170_2	PF13_0268	ribosomal protein L17, putative	1.166	1.848092019	1.535967134	1.22959264	2.191975142	2.8473805	1.683	2.058031886	2.717421413	4.544294761	2.779	3.675842464	4.506592806	2.386	2.611291516	3.171448415	2.606383143	1.911	2.536528411	1.936	1.743607217	2.298130396	1.164688568	1.879294924	1.435257967	1.044	0.755534082	0.642763261	0.605	0.658999898	0.834778157	0.612775169	0.548246513	0.452488666	0.49492196	0.434905245	0.391170032	0.378951629	0.29115419	0.353227088	0.562078758	0.782323518	0.551129268	0.270479366	0.433039943	0.465971556
m60188_1	PF14_0437	helicase, truncated, putative	1.163	0.984486737	1.567826704	1.206822397	1.350500237	1.367249974	0.89	1.184138	1.153082013	2.019343952	1.109	1.502345744	1.707236917	0.874	1.176848984	1.265074978	1.463213442	1.082	1.188483643	1.118	1.304221973	0.954046782	1.091613634	1.134774324	1.12050118	0.645	0.700616418	0.807712283	0.81	0.546157466	0.426768627	0.343812116	0.385696229	0.386770083	0.327002008	0.416593462	0.506297	0.509253605	0.5686605	0.501817073	0.81337533	0.92324711	0.876065931	1.428039413	1.009587257	1.18879574
n128_103	PF14_0391	ribosomal protein L1, putative	0.809	1.228574402	1.08993296	1.930409867	1.41382402	1.683061995	1.658	1.983431094	2.610702737	2.762339413	2.664	1.759190071	2.306692087	2.067	1.703821357	2.086264122	1.823810598	1.52	1.832485379	1.868	1.959119667	1.717284208	0.959898249	1.288316653	0.930335657	1.03	0.683142589	0.533394916	0.581	0.398709968	0.638745988	0.486107564	0.41455131	0.347985357	0.36431754	0.274677011	0.320523951	0.286903434	0.28433025	0.333675792	0.604568509	0.565011434	0.683170703	0.637231037	0.840903094	0.875117298
n128_30	PF14_0428	histidine -- tRNA ligase, putative	0.921	1.007733155	1.296181863	1.734332888	1.311531855	1.539741677	1.365	1.849623599	1.965184958	2.378509786	1.765	2.359353835	2.695412422	1.551	1.78210974	1.540751606	1.538840208	1.57	1.661409584	1.301	1.564323186	1.116795965	1.327979523	1.014019605	1.01066424	0.906	0.901981217	0.845363683	0.751	0.637183703	0.634994168	0.444981704	0.452062919	0.368455076	0.367263525	0.260027569	0.234178726	0.313202915	0.308213989	0.329765502	0.472243275	0.501793399	0.673985196	1.136930189	1.009587257	1.159246298
n128_85	PF14_0401	methionine -- tRNA ligase, putative	1.251	1.487772127	1.747246533	1.774813235	1.860743389	2.02804525	1.424	2.048558763	1.784283904	2.141121366	1.834	1.751445966	1.98062269	1.51	1.585126361	1.65873177	1.910397753	1.39	1.616173227	1.403	1.526236925	1.489061287	0.886823262	1.461051918	1.32542093	0.889	0.87535451	0.714480206	0.589	0.583019307	0.714720209	0.554376478	0.528047988	0.450333986	0.471354229	0.400112836	0.349305674	0.374169895	0.322999175	0.370171576	0.637346296	0.728324744	0.73024627	0.555858031	0.752784513	0.758056167
n130_22	PF14_0563	DEAD-box RNA helicase, putative	1.658	1.627250772	2.199149352	2.3124437	2.2833075	2.040728448	1.833	2.274729103	2.031558753	2.364636516	1.887	1.710144437	2.218411227	1.384	1.400770205	1.143590427	1.173858818	1.266	0.866071418	0.977	0.753364653	0.814681132	1.022147295	0.886067632	0.863941682	1.019	0.797970467	0.924252338	0.868	0.890703083	0.656567089	0.752603073	0.66174319	0.614091772	0.431092742	0.53836692	0.350613957	0.491322157	0.410572883	0.497906821	0.823087222	0.825785927	1.249226436	1.44752305	1.469062849	1.369501829
n131_55	PF14_0141	ribosomal protein L10, putative	0.842	0.86825451	0.955787388	1.318143616	1.044841488	1.261979401	1.191	1.844886967	2.260613424	2.335348238	1.697	2.368388674	2.769454455	1.649	1.755171797	1.696111718	1.551992649	1.333	1.552019731	1.578	1.64235355	1.15140349	1.404663157	1.06040218	1.20656749	1.096	0.93609675	0.872257517	0.855	0.583771625	 	0.507492976	0.502078406	0.462184855	0.429128762	0.419340224	0.468357451	0.390905928	0.388963791	0.421005001	0.529300935	0.547889899	0.562611151	1.016589841	0.908880318	0.854660003
n134_106	PF14_0589	valine - tRNA ligase, putative	0.669	0.693906237	1.22659388	1.273868052	1.294483088	1.722379969	1.448	1.888700144	1.86237065	2.273688937	2.084	2.178659353	2.71392293	1.953	2.136511332	1.986973792	1.896149221	2.199	1.957502494	1.593	1.466785203	1.209394604	1.472325092	1.200349737	0.989352567	1.153	1.020137396	0.873153967	0.731	0.705641472	0.476480139	0.380002864	0.350108297	0.359836227	0.373155435	0.396450468	0.342764375	0.411228278	0.271819711	0.407970765	0.571790686	0.417502633	0.628057732	0.791954392	0.785514304	0.717141576
n134_11	PF14_0627	ribosomal protein S3, putative	0.856	0.932182228	1.214856091	1.478800234	1.262821196	1.631060823	1.581	2.698650554	2.415485562	2.942693016	2.183	2.478095945	3.032873083	1.667	1.620482285	1.968283818	1.910397753	1.15	1.635090269	1.711	1.893165553	1.322570792	1.420902043	1.242733816	1.277059856	1.047	1.005159842	0.745856399	0.748	0.507038761	0.729727431	0.4112585	0.426093337	0.380305946	0.392795206	0.296651161	0.341456131	0.283317151	0.297978096	0.469231579	0.497737126	0.574230734	0.608538547	1.046388373	0.966786824	1.011499224
n134_118	PF14_0585	ribosomal protein S28e, putative	1.133	1.335508035	1.14191441	1.442114802	1.081374446	1.58920624	1.246	1.990535971	2.306164026	2.486413746	1.781	2.582640581	2.756639409	1.549	1.513572564	1.53958343	1.560760987	1.15	1.574226748	1.551	1.570825689	1.346889654	1.471422998	1.221941598	1.263125346	1.026	0.849559829	0.725237772	0.886	0.514561583	0.878861939	0.573294371	0.670399718	0.488041372	0.473318209	0.428496115	0.525920935	0.430355177	0.466301606	0.587842878	0.688333997	0.887687015	0.707282572	0.955846556	1.032246331	0.896711095
n134_119	PF14_0584	ribosomal protein S4, putative	1.732	1.537751953	2.468279045	2.545206262	2.394123976	2.527763792	1.557	1.510960115	2.537821712	1.654012261	2.36	2.106381561	2.568686765	1.937	1.848612647	1.678589919	1.963007649	1.991	1.790538998	1.901	1.454709064	1.30105797	1.335196817	0.884468157	0.704104283	0.742	0.64320248	0.576425072	0.565	0.414507932	0.438024058	0.379180333	0.346260974	0.308123258	0.37413744	0.362573638	0.361080027	0.498494722	0.315037928	0.572201833	 	0.919296032	1.266449209	1.630898852	1.829090097	1.234256337
n134_132	PF14_0579	ribosomal protein L27, putative	0.954	1.282041218	1.492369776	1.381394206	1.826646	2.735768479	1.856	2.635891272	2.609401384	3.534622786	2.254	3.700365358	2.672630231	2.097	1.942895246	2.363108785	2.005753247	1.432	1.833307995	1.346	1.527165902	1.95205448	1.115069708	1.443458458	1.013942914	0.813	0.778832487	0.588079088	0.541	0.372380089	0.705340632	0.336409461	0.463604946	0.365222992	0.334857899	0.336937121	0.302208299	0.279730851	0.294566143	0.346709989	0.515947039	0.670374891	0.489127235	0.398842441	0.438075263	0.523933871
n137_2	PF14_0655	RNA helicase-1, putative	1.285	1.358754452	1.539320731	1.144836729	1.997132943	2.170097187	1.339	1.866201459	1.788188117	2.164243604	1.673	2.472933311	2.410635554	1.859	2.208064928	1.954266407	1.973968039	2.237	1.491978729	1.331	1.294003675	1.87348604	0.737966897	1.531425469	1.046730042	0.773	0.546680506	0.528016106	0.382	0.5709828	0.824460695	0.568359234	0.61653685	0.517129908	0.486084065	0.47976915	0.36238831	0.535553105	0.415122176	0.5396163	0.882572909	1.000952667	0.690059799	0.240680782	0.424228085	0.497794001
n138_48	PF14_0296	ribosomal protein L14, putative	0.951	0.970538845	1.054719794	1.07905607	1.036317177	1.516911891	1.336	1.821204229	2.589879542	2.642103555	2.238	2.133485771	2.478982124	1.851	1.809047482	1.622520137	1.466501585	1.211	1.54215	1.75	1.237338772	1.384303218	1.074472546	1.278720282	1.139353798	0.962	0.996006964	0.639177406	0.651	0.563459977	0.808515475	0.550263897	0.505925758	0.354449462	0.395741161	0.328696808	0.26034394	0.230718187	0.214953664	0.260684204	0.423683565	0.628229508	0.506350043	0.374774364	0.497240629	0.488701888
n143_16	PF14_0198	glycine -- tRNA ligase, putative	0.85	0.817112377	1.291151368	1.538255759	1.592835274	1.679257005	1.42	1.539379344	1.795996854	1.789662945	1.886	1.841793284	2.340865372	1.688	2.130618494	1.617847574	1.694477844	1.939	1.62439802	1.748	1.532739428	1.156080186	1.531867639	1.052405188	1.020500359	1.241	1.146614525	1.02107027	0.941	0.885437125	0.651877328	0.561779134	0.431864365	0.409394515	0.390831226	0.411099911	0.389861788	0.442309476	0.27864365	0.461411037	 	0.46491616	0.762395475	0.944385577	1.032246331	0.894438093
n143_45	PF14_0185	ATP-dependent RNA helicase, putative	1.407	1.855065861	1.733831946	1.916494677	2.489109507	1.552424875	1.383	2.149210538	1.098421244	2.056339643	1.596	1.920524446	2.520274653	1.324	1.419289965	1.441461276	1.640771857	1.653	1.255926919	1.322	0.949369484	1.458195074	1.233252705	1.253129925	1.125419288	0.771	0.953570579	0.761096217	0.695	0.528854956	0.399567977	0.316669037	0.40204746	0.422322757	0.461534359	0.342430672	0.215863074	0.365801879	0.340058973	0.398846819	0.643416255	0.961441415	0.959883525	1.054411099	1.083858659	1.088782333
n143_53	PF14_0183	RNA helicase, putative	1.77	2.170055155	2.049074045	2.189737435	2.195628459	1.601889438	1.802	1.65660912	1.326174563	1.555357269	1.633	1.59656496	1.779855	1.238	1.47316575	1.192651573	1.356897559	1.338	1.31596802	1.277	1.008821206	1.088735792	1.148449682	0.907659492	0.7836131	0.801	0.850391855	0.659796033	0.627	0.425039893	0.45209334	0.425241305	0.367421351	0.410471887	0.450732484	0.362573638	0.430417864	0.54989827	0.536815515	0.719488374	1.169075258	1.400016661	1.229707183	1.626314515	1.62138204	1.352454105
n149_11	PF14_0486	elongation factor 2	0.666	0.661361225	0.780559705	1.270072987	1.13130278	1.161782047	1.334	1.439911762	2.107042638	2.094876706	1.748	2.116706982	2.742400583	1.967	2.286353311	1.942585209	1.832578935	2.05	1.793006455	1.863	1.742678351	1.367467092	1.464205703	1.079595019	0.921319158	1.283	0.935264625	0.959214387	0.872	0.860611792	0.73254131	0.556021491	0.445330068	0.377073894	0.36431754	0.349755379	0.412102212	0.341893282	0.295703449	0.348013394	0.372695865	0.359552742	0.564907528	0.763301944	0.688583828	0.72396072
n150_48	PF14_0104	eukaryotic translation initiation factor 2 gamma subunit, putative	1.107	1.061199972	1.785813396	1.728007829	1.393122081	1.518180271	1.479	1.672002786	2.095329689	2.014719651	1.683	1.520415116	1.910852339	1.508	1.630584064	1.463655638	1.315248052	1.566	1.541327482	1.475	1.504871464	1.040098069	1.246785092	1.055604042	0.968040894	1.177	1.047596227	0.936802752	0.822	0.929069516	0.795384135	0.531346005	0.483803528	0.420168045	0.438948633	0.408353149	0.423876565	0.408837411	0.376453251	0.480962333	0.615494486	0.590035282	0.845064898	0.926048024	1.032246331	0.9944515
n150_83	PF14_0083	ribosomal protein S8e, putative	0.782	0.933344535	0.99603105	1.175197102	1.211675186	1.448422531	1.27	2.129080098	2.064094897	2.947317317	2.036	2.463898625	2.887636918	1.849	1.904172029	2.026689952	2.082475974	1.226	1.884301589	1.572	2.148621995	1.672387908	1.530965544	1.332300207	1.424602131	1.066	1.092528888	0.818469795	0.798	0.549166604	0.826336576	0.430998899	0.517467756	0.424477469	0.37413744	0.327781229	0.319215688	0.274949135	0.313900588	0.340192891	0.400617706	0.517597908	0.48338631	0.576487821	0.654595216	0.72396072
n155_14	PF14_0027	ribosomal S27a, putative	0.727	1.215788816	1.29953546	1.555966014	2.265041057	1.759161182	1.47	2.118422923	1.962582097	2.460208396	1.983	2.724615004	2.056088504	1.782	1.625533174	1.946089596	1.527879819	1.47	1.575049169	1.441	1.333947778	1.894063589	0.815552626	1.445857575	1.140173516	0.803	0.64653083	0.536980717	0.48	0.462654052	0.770997391	0.550263897	0.54151369	0.437405711	0.420290867	0.33144357	0.256419149	0.284512585	0.209267064	0.291966313	0.354485951	0.532085391	0.373160436	0.221197111	0.31470925	0.377323298
n164_1	PF14_0231	ribosomal protein L7a, putative	0.806	1.05422606	1.335587176	1.189112217	2.15300676	2.308344287	1.513	2.556553847	1.659344894	3.052138349	2.192	3.459009086	2.645576529	2.27	1.823358201	2.260314068	2.234825598	1.625	1.816858411	1.42	1.628419568	1.824848317	1.421804138	1.444258195	1.031975815	0.906	0.841238977	0.770957333	0.624	0.456635776	0.822584757	0.477882353	0.554017512	0.422322757	0.393777181	0.357080087	0.238103497	0.282121718	0.253622589	0.314124457	0.330206114	0.563694408	0.443199804	0.501991355	0.519899665	0.664861836
n181_16	PF14_0240	ribosomal protein L21e, putative	0.856	0.803164484	1.171258732	0.93104957	1.519769503	1.708428391	1.463	2.15039459	2.164306345	2.489496675	1.869	2.60071026	2.524546335	2.066	1.897437443	2.079255347	1.614466974	1.392	1.702533545	1.482	1.689729132	2.015657673	0.976137135	1.409071372	1.251649792	0.838	0.837078551	0.637384505	0.578	0.480708836	0.807577534	0.454029373	0.513620404	0.41370394	0.279866576	0.307638236	0.268193503	0.239086204	0.208129741	0.260684204	0.384835783	0.611107934	0.400716922	0.371336077	0.483393412	0.603490017
