TABLE S6: Putative P. falciparum proteases and their expression data																																																
Bozdech & Llinas et al.																																																

The table was constructed by manually searching the database for any available putative protease annotations																																																
and contains 65 of the 92 proteases identified by Wu el al. Genome Research, 13, 2003.																																																

This table lists the PlasmoDB ID, oligo ID, manual annotation and expression values for all timepoints.																																																

PlasmoDB ID	oligo	Manual annotation	TP1	TP2	TP3	TP4	TP5	TP6	TP7	TP8	TP9	TP10	TP11	TP12	TP13	TP14	TP15	TP16	TP17	TP18	TP19	TP20	TP21	TP22	TP24	TP25	TP26	TP27	TP28	TP30	TP31	TP32	TP33	TP34	TP35	TP36	TP37	TP38	TP39	TP40	TP41	TP42	TP43	TP44	TP45	TP46	TP47	TP48
MAL8P1.98	i5092_3	hypothetical protein	1.067	0.94845473	1.0446589	0.93104957	0.92428288	0.97914383	0.743	1.12137872	0.78347109	1.04512611	1.335	0.9499368	1.04085921	0.824	1.196210592	0.81651658	0.84723892	1.597	1.31596802	0.977	1.02275519	0.97368895	1.43984732	1.4258651	1.31312576	1.677	1.35630018		1.557	1.2502943	1.08896345	0.84225745	0.93105724	0.91575093	0.93288859	0.69676397	0.57825136	0.98742598	0.65623424	0.57611208	1.3438902	0.85607792	1.1298151	1.03148907	1.1128119	0.634176
PFI0135c	i587_1	papain family cysteine protease, putative	0.518	0.37891698	0.58856384	0.389624	0.33975617	0.27395734	0.297	0.34695245	0.28111256	0.2990479	0.289	0.2013453	0.33176497	0.34	0.335039984	0.29903899	0.43293581	0.609	0.78382345	0.88	0.65675565	0.89886176	1.6942565	1.3818816	1.59263626	1.777	1.95706627	1.95787302	2.001	1.79870868	1.72770943	1.37607092	1.27635639	1.20663649	1.11750236	0.85516107	0.59002572	0.66107331	0.4765375	0.58653943	0.5487248	0.54262172	0.5775376	0.53866653	0.4959818	0.6728175
PFI0225w	i9166_1	hypothetical protein	0.875	0.97286353	0.93063511	1.11447643	0.97542896	1.23788131	0.952	1.36412692	0.86155791	1.53531805	1.206	1.02221459	1.50931696	0.991	1.071622859	1.08284815	1.35799352	0.993	1.06099917	1.138	1.01811053	1.10089522	1.10785252	1.1531674	1.2655844	1.073	1.20652474	1.06499682	1.125	0.96367454	0.72972743	0.77892362	0.93298095	1.0137901	1.11848439	0.79290094	0.78234006	0.77583471	0.68921653	0.90848447	0.8461532	0.91007669	0.789952	0.90197991	0.9327982	0.8762539
PF10_0150	j53_40	methionine aminopeptidase, putative	0.833	0.88104009	1.14275286	1.40542937	1.26891016	1.6982818	1.389	1.57608764	2.30876704	2.09950119	1.873	1.81985171	2.37503849	1.827	1.479058387	1.75919028	2.14275825	1.921	1.7222732	2.407	1.5271659	1.41984613	1.83589568	1.1683617	1.05492682	1.34	0.99184654	0.64455616	0.693	0.54991888	0.4211409	0.32324919	0.25488653	0.20469726	0.28870447	0.35433332	0.36108003	0.27614457	0.28887954	0.38711603	0.4431075	0.42935602	0.6751334	0.74037999	0.8119498	0.6637253
PF10_0299	j64_1	hypothetical protein, conserved	0.689	0.99378533	1.09160986	1.61668661	1.60257741	1.8555537	1.358	1.89935732	1.33268179	2.26598152	1.718	1.89083892	2.36649512	1.365	1.158329223	1.66807676	1.6396759	1.327	1.39163619	1.35	1.48536385	1.66958187	1.58509509	1.4506558	1.51394712	1.227	1.34465102	0.95473208	1.005	0.62138574	0.60310379	0.45814195	0.480918	0.40831717	0.45367847	0.32595005	0.28520089	0.30961663	0.29570345	0.45098365	0.4868112	0.612425	0.6739852	1.11744655	0.9705634	0.9637656
PF10_0329	kn201_6	aspartyl protease, putative	1.233	0.74621075	1.11760048	0.69955216	0.758667	0.8383602	1.158	0.86086832	0.95135777	1.11295145	1.572	1.12288726	1.62892337	1.653	1.766957072	1.44613384	1.47746197	1.551	1.7732668	1.095	1.17510023	1.4797079	1.11416761	1.1699611	1.06148427	1.2	0.85788068		1.117	0.6913481	0.62936647	0.72216994	0.78581998	0.94160741	1.08706071	0.67753661		1.06991072	0.65850885	1.12485229	1.213993	1.1142184	1.0127001	0.95240824	1.1140707	0.6841826
PF11_0177	ks113_1	ubiquitin C-terminal hydrolase, family 1, putative	0.504	0.51955793	0.47957054	0.53763054	0.32270744	0.29298216	0.228	0.26051036	0.26679663	0.21580776	0.238	0.17811315	0.19791987	0.261	0.303051252	0.33174637	0.40991897	0.517	0.6489367	0.815	0.887131	0.70898774	1.39473936	1.375484	1.46066793	1.671	1.87385775	2.00628188	1.921	2.19666642	2.21919674	2.00036128	1.94387047	1.65373835	1.73222689	1.3074625	1.01651881	0.80572052	0.53909016	0.74555685	0.6701241	0.64798517	0.7669882	0.6796367	0.6470422	0.5739406
PF11_0189	ks172_2	hypothetical protein	1.55	1.4738243	1.76401472	2.3503942	1.67564332	1.59301123	1.795	1.75134007	2.04066884	2.1195405	1.585	1.57075148	1.69015036	1.225	1.215572201	1.05247705	0.97876373	1.301	0.97710621	1.086	1.00696336	0.78568558	0.8994535	0.7829063	0.70656329	0.953	1.03261877	0.95473208	0.89	1.12466309	0.90324874	0.78468121	0.64731561	0.6248653	0.69230152	0.52921103	0.42910962	0.56543885	0.50383319	0.69602679	0.8886429	0.79549394	1.2687456	1.34781242	1.5949464	1.3592731
PF11_0161	ks2_11	falcipain-2 precursor, putative	0.819		0.84427884	1.22579757	0.97542896	1.33681036	1.511	1.95382767	2.79680951	3.26178005	2.785	2.46260789	2.76945445	2.498	2.542263164	2.23344728	2.42224844	2.205	2.39094941	2.122	1.85415032	1.31882937	1.27475207	1.0300136	0.85164651	0.723	0.58412439	0.40699374	0.352	0.29564722	0.26825457	0.22865972	0.1923672	0.19284637	0.24255103	0.19318949	0.20147219	0.2737537	0.31276328	0.38450918	0.6227784	0.62032723	0.9954772	1.36844221	1.1833068	1.2524406
PF11_0162	ks2_12	falcipain-3	1.356	1.21927581	1.32804143	1.43958481	1.31518517	1.40276296	1.097	1.20545249	1.46803224	1.48444909	1.12	1.24808273	1.40394963	1.021	0.941984236	0.92631993	0.88121618	0.984	0.99355579	0.907	0.9958162	0.92692194	1.07086395	0.983631	1.0631237	1.197	1.16658453	1.27656191	1.268	1.35937541	1.52792539	1.26585369	1.29463121	1.32622272	1.13125013	1.04926617	0.91447444	0.92765448	0.74380792	1.37380576	1.391236	1.47377106	1.3307476	1.03836571	1.5659932	1.2251642
PF11_0174	ks41_1	hypothetical protein	1.197	0.98099975	0.90045234	1.57367612	1.03509943	0.92333767	1.095	1.35228555	1.79599685	1.97001655	1.805	2.27158799	2.6398809	2.042	2.549839498	2.3304014	2.44745736	2.458	1.47059423	2.321	2.08452561	1.13176144	1.3514357	0.8452829	0.73033397	0.751	0.68147844	0.52711966	0.493	0.42203076	0.4211409	0.34710217	0.31163486	0.37491918	0.36333556	0.37264513	0.51676311	0.60010633	0.61301599	0.83549283	0.9626964	0.84027345	0.9380679	1.1059855	1.2386956	1.0876458
PF11_0298	ks488_11	GPI8p transamidase	0.778	0.63695243	0.54245128	0.75521276	0.60522872	0.40078945	0.322	0.38129243	0.39824277	0.31137978	0.243	0.20779867	0.257723	0.408	0.339249025	0.20091682	0.1753664	0.447	0.16202856	0.307	0.30004537	0.4115496	0.59271912	0.8084967	0.86640074	1.125	1.14744655	1.61901037	1.586	2.24857395	2.45556098	1.88685392	2.23530675	2.60396468	1.90603869	1.77258223	1.60392792	1.38789541	1.1145746	1.12745918	0.7830255	0.77573831	0.919697	0.74840264	0.6545952	0.6966843
PF11_0381	ks510_10	subtilisin-like protease 2	3.658	2.31302079	0.89542185	1.7090325	0.87070123	0.68869828	0.871	0.62167242	0.87977817	0.51331418	0.499	0.51627001	0.38587256	0.189	0.334198185	0.10279465	0.0767228	0.269	0.1398216	0.09	0.07431464	0.07202118	0.09833544	0.0567787		0.069	0.0715594	0.1013002	0.171	0.57173507	0.72316179	1.48711071	1.55336515	2.33785826	1.19213342	1.32668991	3.26411105	3.4153465	3.88508841	5.44047898	4.3278851	4.07624812	4.2195835	3.70648413	3.4756489	2.4207792
PF11_0381	ks510_8	subtilisin-like protease 2	3.481	3.55089379	1.40098311	1.49651034	1.26160352	0.76099263	0.881	0.95678354	0.51927734	0.69058485	0.504	0.52143272	0.45564287	0.2	0.22897206	0.14835137	0.12823668	0.205	0.13406424	0.083	0.08639077	0.10382274	0.0586404	0.0687742	0.0622956	0.077	0.077384	0.11564359	0.174	0.34003191	0.84697156	0.95411969	1.68609853	2.38418447	2.23696878	1.70208178	2.62175498	3.76919408	4.58454111	4.77964488	4.4310746	4.80325592	3.2780711	2.63488163	2.7404882	2.0116333
PF11_0314	ks624_1	26S protease subunit regulatory subunit 6a, putative	0.999	0.77643108	0.82499546	0.85388379	0.91210525	1.02860832	0.838	0.78389936	1.4029598	1.01892094	0.976	0.91121651	0.88850363	0.861	0.995018273	0.72540313	0.77051613	0.89	1.08238367	0.956	0.94936948	0.87080153	1.18814475	1.063601	0.90246654	1.251	1.04426793	1.16808996	1.12	1.48199753	1.98189461	1.4723054	1.58510573	1.73238528	1.41111679	1.43472956	1.26247183	1.02567977	0.7870261	0.86547151	0.7344658	0.66642373	0.7118753	0.48709209	0.640748	0.6455411
PF11_0165	ks826_1	falcipain 2 precursor	0.659	0.581161	0.46364071	0.66413179	0.44204834	0.49718182	0.471	0.67140621	1.15958924	1.52606917	1.373	1.89729229	2.40921177	2.242	3.136580393	2.7672786	3.01520596	3.323	4.10088533	3.363	3.76217883	2.25042795	1.911677	1.4250654	0.92459793	0.858	0.62323242	0.42492299	0.338	0.3490593	0.3151522	0.29857368	0.28470346	0.25210083	0.25826286	0.22431955	0.26296047	0.3359161	0.32982308	0.56047104	0.6628402	0.63481472	0.8301385	0.76444803	0.6734778	0.7603292
NULL	l2_231	#N/A	1.038	1.1158291	1.29198982	1.70017745	1.72313601	1.80735736	1.641	2.0355332	2.25670906	2.44016909	2	1.91278034	1.74568171	1.425	1.516939857	1.55476902	1.30209548	1.247	1.15640689	0.959	1.34602392	1.30012259	0.85885634	1.4882417	1.38853623	0.902	0.8254293	0.84805303	0.667	0.94261061	1.10397072	0.91875148	0.78966734	0.65503121	0.5901748	0.58231522	0.41471874	0.43872319	0.33664702	0.57220183	0.6203504	0.60452273	0.7313945	0.3621673	0.5035348	0.6659984
PF14_0075	m15018_1	plasmepsin, putative	2.247	1.85157901	2.32407258	2.58315662	1.99104413	2.12316939	2.01	2.29959603	2.86318346	2.72534372	1.939	2.10250951	2.21983518	1.576	1.563239307	1.36553348	1.34155293	1.216	1.13419988	1.009	1.0692019	0.75575475	0.82096562	0.6149693	0.55000461	0.63	0.52920668	0.45540271	0.461	0.46190178	0.44740358	0.34463462	0.31548222	0.38461537	0.43109274	0.46054179	0.6541305	0.83680169	0.9189554	1.29951071	2.0212983	1.73322857	1.9886581	2.27271436	2.4862031	1.991176
MAL13P1.167	m18924_16	signal peptidase, putative	0.674	0.71482804	0.55502742	0.66539687	0.42499964	0.55425629	0.36	0.42273726	0.4125587	0.32833609	0.351	0.33428483	0.42289354	0.395	0.542966789	0.43220478	0.58309329	0.692	0.69335064	0.885	0.89363356	0.88015493	1.32076223	1.2267398	1.28525664	1.471	1.50191519	1.63335379	1.833	1.79720404	1.99502612	1.79308711	1.6755183	1.60525747	1.41799068	1.07490268	0.9301736	0.8140885	0.68694185	0.73773627	0.68712	0.62822951	0.6498733	0.75069481	0.7540433	0.6546332
MAL13P1.167	m18924_17	signal peptidase, putative	0.525	0.48933757	0.470348	0.53510051	0.31661863	0.28917719	0.238	0.22380208	0.18740836	0.14335802	0.129	0.09550995	0.17656161	0.204	0.305576672	0.1950762	0.26195355	0.404	0.36024623	0.655	0.70227333	0.60610032	1.14574318	1.0204172	1.20492815	1.533	1.66583625	1.83147185	1.928	2.14400648	2.02128869	1.84819568	1.68032747	1.73884932	1.56136095	1.09321447	1.0623079	0.87744639	0.63803707	0.68299259	0.7344658	0.62954653	0.5970567	0.5707573	0.648301	0.5250704
PF13_0063	m21665_2	26S proteasome regulatory subunit 7, putative	0.803	0.81478769	0.8434405	0.8387036	0.72213405	0.73055286	0.607	0.69745727	0.75744218	0.86323104	0.667	0.81183459	0.92837238	0.652	0.642300277	0.70554505	0.69269731	0.799	0.89979311	0.818	0.88620208	0.90073242	1.03838618	1.0348118	1.16312453	1.226	1.17490538	1.40654888	1.56	1.41128294	1.99690189	1.50685116	1.63800666	1.81426415	1.90505678	1.55650304	1.38544842	1.22292592	0.82569506	0.97235206	0.7720995	0.83368824	0.7761737	0.65327642	0.903845	0.7182781
PF14_0078	m25683_1	HAP protein	0.66	0.6009205	1.19138061	1.13724667	1.12886721	1.32920038	1.337	1.49793455	1.92744294	2.32918238	1.858	2.08831219	2.37931017	1.961	1.728233855	1.95309837	1.77448871	1.807	1.99040166	1.894	1.72317073	1.42545821	1.60855127	1.2411344	1.15410803	1.387	1.0500925	0.85432829	0.786	0.80870426	0.67814001	0.45156185	0.36934503	0.32536089	0.38101136	0.30763824	0.30613307	0.29766232	0.22518956	0.33888945	0.4115436	0.40828333	0.5752412	0.86415866	0.7792201	0.671681
PF13_0322	m2931_1	falcilysin	0.575	0.57883635	0.63719159	0.81340337	0.69412547	0.60879407	0.651	0.85021108	0.79127975	1.27326575	1.036	1.24033871	1.7115086	1.042	1.379725	1.08518443	1.13549745	1.534	1.33899746	1.249	1.16209523	0.86425418	1.31625143	1.1235785	1.18033781	1.137	1.23398357	1.41641	1.551	1.30295415	1.02799645	0.99442305	0.99165293	0.84033609	0.85334759	0.62626357	0.42910962	0.5212079	0.38213985	0.45359049	0.4770993	0.49389112	0.5752412	0.70026649	0.6357127	0.7012304
PF13_0156	m29414_1	proteasome subunit beta type 7 precursor, putative	0.944	0.77294415	0.7881054	0.79822318	0.65150377	0.77113914	0.693	0.7874518	0.86806514	0.9634275	0.882	0.72794071	0.82015715	0.797	0.696176061	0.62377659	0.66529627	0.667	0.76161648	0.984	0.83325291	0.97275356	1.18724255	1.0540046	1.06148427	1.459	1.11499527	1.24249637	1.46	1.44438333	1.83744992	1.41801929	1.81017532	2.24951522	2.51388922	2.48307998	1.8067085	2.40640262	1.35113731	1.53021629	1.0039722	0.99436746	0.9575871	0.84696719	0.9907047	0.8785269
MAL13P1.184	m32813_2	endopeptidase, putative	0.403	0.27895727	0.37896131	0.34787858	0.27886796	0.44264404	0.328	0.45707728	0.69497267	0.69366778	0.897	1.03383067	1.63746657	1.601	1.924375385	2.28601282	2.58775051	3.009	2.64262829	2.92	2.77100718	2.50390522	1.66087652	1.9344742	1.91722917	1.626	1.18572251	1.07934024	0.804	0.68683437	0.65281527	0.63991822	0.45591027	0.32751561	0.37020948	0.23713781	0.23548699	0.34547956	0.2388374	0.28935947	0.4443214	0.20150758	0.6142795	0.25558008	0.3486979	
MAL13P1.270	m38472_2	proteasome subunit, putative	0.601	0.67298443	0.58604859	0.90954432	0.84025716	0.99563202	0.773	1.25163391	1.67756523	1.42895565	1.111	1.27905892	1.35268978	0.937	1.040475875	0.96253171	1.0061647	0.951	0.91048535	1.337	1.15187693	1.10557192	1.22332891	1.2459326	1.49755355	1.56	1.27725198	1.33662489	1.296	1.19462545	1.4078675	0.91546145	1.06379056	0.80693816	0.81014009	0.70042634	0.60049179	0.42437799	0.38100254	0.44576999	0.3933337	0.43989235	0.5132391	0.58451048	0.5815827	0.634176
MAL13P1.56	m4230_1	m1-family aminopeptidase	1.485	1.61097834	1.74976158	1.62680673	1.98860863	2.51508059	1.663	2.03079671	1.92484008	2.85328681	2.21	2.81625275	2.2725188	2.215	2.5952971	2.60607789	2.63488021	2.472	3.09087976	1.663	2.00649536	2.36641017	1.13130859		1.06804172	0.957	0.7147619	0.63290215	0.539	0.62890861	0.55151636	0.48528501	0.52035328	0.62594264	0.67266178	0.65281567	0.51414658	0.68139566	0.56069925	0.82636892	1.3111125	1.30518961	1.1631124	0.46531618	0.5891357	0.6705444
PF13_0133	m44397_6	aspartyl (acid) protease, putative	0.757	0.84733271	0.91973577	1.38898434	0.85243479	1.20490493	1.24	1.64476775	2.10574129	2.36463652	1.87	1.46620685	1.84962535	1.455	1.453804141	1.27792435	1.10809648	1.107	1.22878509	1.115	0.9855979	0.94749943	1.0158322	1.1075845	1.01230358	1.263	1.11665942	1.18422628	1.201	1.44287878	1.22121485	1.2864166	1.21479888	1.14953675	0.82388792	0.79106978	0.4696657	0.56782972	0.4651643	0.47835552	0.5329429	0.45042872	0.8508058	0.91687921	0.7981027	0.9671751
PF13_0289	m45468_2	hypothetical protein	1.035	1.10188127	1.5728572	2.54014597	1.72191834	1.76550278	2.148	2.40616849	2.71091403	3.14308593	2.239	1.56429812	1.71008465	1.569	1.329216408	1.48000926	0.91957755	0.996	0.882521	0.747	0.45053252	0.60516499	0.72443446	0.7421216	0.74344886	0.778	0.6307212	0.63379865	0.7	0.752283	0.98109884	0.94507207	1.03108822	0.88989438	1.04581728	1.02454517	1.04268401	1.25281166	0.57662178	0.62824891	1.050104	0.80207922	1.0747021	1.00283663	1.0523878	0.9910419
PF13_0096	m4927_1	Ubiquitin Carboxyl-terminal Hydrolase-like zinc finger protein	0.75	0.82641097	0.87697686	1.22706265	1.21411068	1.29749239	0.864	1.29071046	1.06328216	1.63705606	1.071	1.33972063	1.52925142	0.981	0.957136803	1.1494311	1.26483021	0.791	1.08485112	1.031	1.24012559	1.06535231	1.14484109	1.2171434	1.26640402	0.96	1.14827868	1.09906237	1.103	0.91552842	1.0702044	0.95576471	0.98395823	0.82740788	0.85727555	0.78649183	0.91185795	0.64075103	0.46288965	0.40927421	0.5560088	0.71647143	0.6337987	0.94438558	0.7741848	0.8626156
MAL13P1.310	m50721_5	hypothetical protein	1.385	1.91783127	2.0909945	2.88928959	2.27478319	1.63232905	1.623	2.01066627	1.76476206	2.12570636	2.318	1.70369107	1.70581297	1.425	1.691194334	1.38305528	1.30647971	1.67	1.26086183	0.763	0.95865881	1.13550275	0.70368477	0.8108958	0.80328544	0.697	0.62739285	0.69475803	0.669	0.80945649	0.78600461	0.8694005	0.92720989	1.14738207	1.20097137	1.07948063	0.80588877	0.77463929	0.38100254	0.43925289	0.5681487	0.70725209	1.0195892	0.78278565	0.8409031	1.0944649
PF13_0282	m56059_3	proteasome subunit, putative	0.581	0.43703306	0.66150547	0.7501527	0.54677604	0.63035555	0.664	0.73890213	1.24288186	1.03587723	0.804	0.92025127	0.95257844	0.908	0.955453207	1.04780455	0.8461429	0.945	1.12186269	1.12	1.57082569	1.26832099	1.37669618	1.3251029	1.45165153	1.738	1.27142741	1.50605611	1.426	1.53014356	2.19105818	1.57265246	1.33887567	1.14522726	1.13026821	0.82219982	0.7600996	0.6120607	0.42763268	0.68299259	0.4418934	0.46623322	0.5672039	0.53752044	0.5929122	0.5091592
PF14_0439	n128_4	leucine aminopeptidase, putative	0.392	0.39054019	0.54832013	0.71220235	0.57356683	0.81806702	0.947	1.31202495	2.03676463	1.85594673	1.681	1.6288318	1.9578405	1.474	2.009398154	1.46131943	1.47636588	1.649	1.39903846	1.678	1.41848064	1.29918731	1.21611172	1.2851179	1.2295185	1.317	1.06257378	0.9717648	0.782	0.77184238	0.72597561	0.61359768	0.4645668	0.40831717	0.36529954	0.36257364	0.31790742	0.3120075	0.20699242	0.29196631	0.3010703	0.35560162	0.6027976	0.72318845	0.7464903	0.8967111
PF14_0553	n130_39	trophozoite cysteine proteinase precursor	2.008	2.35253965	2.08344876	3.3307791	2.43674568	1.50422869	1.899	1.6258215	2.06279354	1.90219121	1.669	1.5617168	1.75564903	1.447	1.387301234	1.14592671	1.07959942	1.167	1.12021775	0.926	0.90199396	0.69963434	0.68383729	0.5797825	0.5065616	0.606	0.44932646	0.38816804	0.465	0.45362664	0.498991	0.5371036	0.4886127	0.59900882	0.59508473	0.56949696	0.85560267	0.95993106	0.85640274	1.67880623	1.8076355	1.90576126	1.8187266	1.23434865	2.0846341	1.418372
PF14_0348	n132_119	ATP-dependent Clp protease proteolytic subunit, putative	0.54	0.60324511	0.45609506	0.49335505	0.28252124	0.24351763	0.261	0.3244538	0.34358201	0.39307841	0.318	0.25039096	0.32179778	0.393	0.580848208	0.47542525	0.7507874	0.911	1.19835337	1.705	1.3599579	1.79491749	2.4728205	1.8752965	2.14264097	2.351	1.74405222	2.00359248	1.928	1.6738296	1.28124385	1.39992395	1.27058534	0.83710407	1.02617742	0.62901031	0.42387657	0.45067749	0.27409436	0.28414577	0.3629839	0.3213585	0.5258692	0.50313747	0.4796169	0.4045997
PF14_0327	n132_172	methionine aminopeptidase, type II, putative	1.671	2.05847229	2.0448819	2.13913696	2.9993528	2.69010891	1.936	2.73891115	1.59427261	2.45404254	1.886	2.44324778	1.79978946	1.579	1.514414412	1.92623159	1.71201452	1.587	1.39245861	0.998	1.29028799	1.452583	0.60174072	1.1339746	0.93279471	0.631	0.64985918	0.43478408	0.43	0.39645315	0.42207884	0.35368232	0.36549768	0.51820728	0.62650836	0.45504824	0.4997557	0.68976371	0.63803707	0.85895441	1.220063	1.38157814	1.0712576	0.52262114	0.9378336	0.8023803
PF14_0577	n134_139	hypothetical protein	0.373	0.46609111	0.47537845	0.3010731	0.35071602	0.3145436	0.114	0.27945657	0.13144615	0.22197369	0.216	0.22974015	0.4015353	0.307		0.55368936	0.82531814	0.812	0.66538633	1.238	0.83232399	1.32444145	1.33339252	1.6513805	2.08772236	1.487	1.96954765	1.90318874	1.826	1.41128294	1.13586105	1.02650124	1.48218928	1.54169357	1.55645102	1.26534535	0.87130184	0.81050219	0.57207249	0.73512946	0.7502476	0.76125087	0.6085385	0.60628635	0.5815827	0.5046131
PF14_0576	n134_140	ubiquitin carboxyl-terminal hydrolase, putative	0.575	0.62997852	0.98680861	0.83364354	0.69168997	0.87514149	0.753	1.11782628	1.72962306	1.67559313	1.822	1.3706969	1.54633798	1.302	1.437809725	1.08868875	1.34374499	1.45	1.81850325	1.972	1.51416079	1.46941912	1.48495538	1.4050729	1.59181664	1.637	1.17074496	1.06589333	1.131	0.78764034	0.8901174	0.81593685	0.66559048	0.47619047	0.45957038	0.38271663	0.29828351	0.285708	0.26158383	0.29978684	0.350844	0.46228211	0.4500889	0.6028481	0.6621483	0.7103225
PF14_0616	n134_43	hypothetical protein, conserved	1.001	0.96588955	1.41523605	1.22200258	1.38216213	1.57144967	1.334	1.89580488	1.75304911	1.97926552	1.521	1.59914628	1.98204647	1.512	1.438651574	1.6166794	1.55308874	1.617	1.46730435	1.284	1.32187164	1.06909363	0.89855135	1.0508058	0.94181121	0.697	0.77217579		0.601	0.67705468	0.80476366	0.59303477	0.66366684	0.88235293	0.90342898	0.76909558	0.86214397	0.90613672	0.65850885	0.80942443	0.8073054	0.75993384	0.8048784	0.9329246	0.8685975	0.8091994
PF14_0015	n145_28	aminopeptidase, putative	0.809	0.52072027	0.81493452	0.66539687	0.58696224	0.78635903	0.907	1.43162283	2.21506282	2.1811998	2	1.91278034	2.28675763	2.351	1.537985061	2.43670037	1.88738088	1.787	1.28060139	0.862	0.76265397	0.73611258	0.71631507	0.7341246	0.58443113	0.671	0.5333671	0.53249841	0.571	0.66050449	0.59278632	0.65061095	0.61557503	0.64102566	0.44385857	0.53012661	0.50106395	0.69454538	0.54136481	0.63085576	1.5393431	1.132657	1.7509836	2.10767605	1.8341255	1.5581635
PF14_0716	n147_25	Proteosome subunit alpha type 1, putative	0.499	0.50677238	0.66988961	0.84629373	0.5443405	0.58850093	0.763	0.80047729	1.2858296	1.04358465	1.115	0.88153106	1.0337398	0.908	1.044685016	0.83871087	0.8406627	0.957	1.18930606	1.42	1.27170924	0.96340017	1.60313828	1.1643632	1.2746008	1.692	1.45199007	1.28821593	1.558	1.36238451	1.77085527	1.24117811	1.04647762	0.88127559	0.86120345	0.63084152	0.51414658	0.45067749	0.2706824	0.41057761	0.4965231	0.44252644	0.5166837	0.53637433	0.7200548	0.605763
PF14_0077	n150_91	plasmepsin 2 precursor	1.04	0.91590972	0.79816634	1.07146601	0.8585236	0.94363085	0.85	0.96388834	1.38343811	1.34109109	1.177	1.54364727	1.423884	1.551	1.889861109	2.00566377	1.88190069	1.918	2.66154533	1.982	2.87969221	2.08019614	1.04109268	1.6753715	1.33607677	0.96	0.80213089	0.74675285	0.483	0.76883319	0.87042036	0.62593542	0.59056733	0.60008616	0.58526486	0.48984067	0.62665702	0.66346421	0.65395956	0.81203132	1.1484374	0.98383109	0.8014338	0.3449758	0.5211585	0.5784866
PF14_0076	n150_93	plasmepsin 1 precursor	3.176	2.99065445	4.38823811	4.4389307	3.31718911	2.99704242	3.006	2.82772156	3.87831208	3.22170143	2.406	2.18382214	2.43484169	1.699	1.572499238	1.24872136	1.04123799	1.228	0.95489929	0.737	0.66325815	0.49292419	0.52776358	0.3870548	0.29098604	0.391	0.3328344	0.2241155	0.193	0.23320773	0.16789359	0.15134313	0.12503868	0.17022194	0.24942496	0.28566409	0.37154614	0.54153025	0.57662178	0.8628647	1.3681701	1.23275223	1.9415825	2.0939229	2.3930492	2.1275579
PF13_0118	n156_3	hypothetical protein	0.394	0.38356628	0.3940527	0.49209006	0.41891083	0.59484256	0.578	0.81942346	0.9526592	1.17152783	1.099	0.95897149	1.34272264	1.104	1.339318086	1.16461661	1.35908961	1.618	1.58327396	1.953	1.81699292	1.47316054	2.15165159	1.8856926	1.87296659	1.621	1.49359433	1.50067741	1.356	1.17732294	0.89386922	0.83814487	0.71945335	0.51282052	0.5233996	0.3927881	0.35453873	0.41242369	0.27750633	0.30891078	0.3204942	0.2910665	0.4144951	0.52147506	0.3877218	0.4807463
PF14_0063	n159_38	ATP-dependent Clp protease, putative	0.457	0.41959824	0.40998248	0.3301684	0.26425478	0.26761573	0.176	0.18709381	0.10671866	0.23276407	0.149	0.19489192	0.29901563	0.252	0.361977876	0.45790342	0.55240417	0.564	0.72624985	0.878	1.05526792	1.09995984	1.43623873	1.5794075	1.65657118	1.595	2.10933808	1.98207745	2.286	1.90177151	1.61890683	1.56442729	1.94771799	1.74962285	1.6242082	1.27541688	0.6606718	0.77583471	0.50383319	0.49660342	0.6045685	0.53998763	0.5350547	0.70255866	0.6294185	0.6625888
PF14_0517	n168_36	peptidase, putative	0.72	0.58813491	0.53909764	0.74256265	0.61497081	0.64303878	0.721	0.90468143	1.20774278	1.48136616	1.361	1.38876627	2.0945333	1.807	1.96899124	1.911046	2.02328979	2.346	2.29965408	2.138	1.99627695	1.70231885	1.98655623	1.3075095	1.03443487	1.124	1.10084974	0.80681578	0.691	0.65975217	0.5768411	0.46060952	0.39627643	0.36199094	0.41439893	0.35616451	0.32183221	0.34069783	0.32754843	0.43273576	0.3981897	0.40960036	0.4879791	0.4687545	0.4393341	0.6137187
PF14_0145	n175_11	hypothetical protein	1.184	1.00308386	1.48482413	1.35609397	1.26647451	1.30129738	1.642	2.14802634	1.81031282	2.71609475	2.299	1.77467813	2.36079966	1.858	2.00603076	1.79540191	2.1022047	1.86	1.72720792	1.475	1.41290712	1.24213147	1.14213459	0.8812694	0.83115455	0.647	0.66816504	0.45988502	0.429	0.32423397	0.2851377	0.24840012	0.2702759	0.25210083	0.29066845	0.28474848	0.20932176	0.29766232	0.32527382	0.38581262	0.5572228	0.69144754	0.9001778	1.41199396	1.1770126	1.3467714
PF14_0147	n175_15	ATP-dependent protease, putative	0.606	0.48817522	0.49717713	0.62491641	0.56260698	0.55171964	0.551	0.86086832	1.0606793	1.34417402	1.232	1.35391811	1.74568171	1.996	1.967307543	1.77904829	2.31702865	3.231	3.27922775	2.757	1.96933785	1.99601562	2.21841154	1.415469	1.66722702	1.538	1.07921558	0.896462	0.754	0.59656041	0.50743258	0.36273001	0.42994069	0.34259856	0.38101136	0.38454779	0.27342656	0.37656076	0.2490733	0.23461579	0.2427986	0.41355152	0.4592744	0.58565656	0.4468871	0.5546198
